
欣赏,#genre#
43,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_56.m3u8
44,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_57.mp4
45,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_58.m3u8
46,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_59.m3u8
47,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_60.m3u8
48,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_62.m3u8
49,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_63_10000.m3u8
50,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_02_65.m3u8
51,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_66.m3u8
52,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_67_Eli.mp4
53,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_70.m3u8
54,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_71.m3u8
55,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_72_10000.m3u8
56,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_73.m3u8
57,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_76.m3u8
58,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_78.m3u8
59,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_79.mp4
60,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_81_10000.m3u8
61,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_83.m3u8
62,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_84.m3u8
63,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_85.m3u8
64,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_86.m3u8
65,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_87.mp4
66,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_90.m3u8
67,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_91.m3u8
68,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_92.m3u8
69,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_93.m3u8
70,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_94_Eli.m3u8
71,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_95.m3u8
72,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_97.m3u8
73,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_16_58_99.m3u8
74,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_1.m3u8
75,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_10_Eli.m3u8
76,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_11_Eli.m3u8
77,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_12_小黑屋？.m3u8
78,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_13_韩宝贝.m3u8
79,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_14_Eli.m3u8
80,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_4.m3u8
81,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_6.m3u8
82,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_8.m3u8
83,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024_18_09_随机_9_Eli_20000.m3u8
84,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-18.m3u8
85,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-23.m3u8
86,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-29.m3u8
87,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-34.m3u8
88,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-40.m3u8
89,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-6.m3u8
90,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-8.m3u8
91,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__14-08-9.m3u8
92,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-44.m3u8
93,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-47.m3u8
94,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-48.m3u8
95,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-50.m3u8
96,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-52.m3u8
97,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-61.m3u8
98,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-02-64.m3u8
99,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-68.m3u8
100,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-69.m3u8
101,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-74.m3u8
102,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-75.m3u8
103,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-77.m3u8
104,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-80.m3u8
105,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-82.m3u8
106,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-88.m3u8
107,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-89.m3u8
108,https://5721004.xyz/bu/3.08/sample/jinricp_03_08_2024__16-58-98.m3u8
109,https://5721004.xyz/bu/3.08/sample/moem9e90308.m3u8

20240311,#genre#
001,https://5721004.xyz/bu/3.11/【jinricp】20240311-001.m3u8
002,https://5721004.xyz/bu/3.11/【jinricp】20240311-002.m3u8
003,https://5721004.xyz/bu/3.11/【jinricp】20240311-003.m3u8
01,https://5721004.xyz/bu/3.11/sample/eliii.mp4

20240313,#genre#
001,https://5721004.xyz/bu/3.13/【jinricp】20240313-001.m3u8
002,https://5721004.xyz/bu/3.13/【jinricp】20240313-002.m3u8
003,https://5721004.xyz/bu/3.13/【jinricp】20240313-003.m3u8
004,https://5721004.xyz/bu/3.13/【jinricp】20240313-004.m3u8
01,https://5721004.xyz/bu/3.13/sample/jinricp_蕾娜_3月13日小黑屋.mp4
02,https://5721004.xyz/bu/3.13/sample/jinricp_qwas33_3月14日小黑屋.mp4
03,https://5721004.xyz/bu/3.13/sample/jinricp_100472_3月13日小黑屋.mp4
04,https://5721004.xyz/bu/3.13/sample/572.m3u8

20240315,#genre#
001,https://5721004.xyz/bu/3.15/【jinricp】20240315-001.m3u8
002,https://5721004.xyz/bu/3.15/【jinricp】20240315-002.m3u8
003,https://5721004.xyz/bu/3.15/【jinricp】20240315-003.m3u8
004,https://5721004.xyz/bu/3.15/【jinricp】20240315-004.m3u8
01,https://5721004.xyz/bu/3.15/sample/qws3320240315_205815_x264.m3u8
02,https://5721004.xyz/bu/3.15/sample/574抛色子20240315_201946_x264.m3u8
03,https://5721004.xyz/bu/3.15/sample/2.m3u8

20240318,#genre#
001,https://5721004.xyz/bu/3.18/【jinricp】20240318-001.m3u8
002,https://5721004.xyz/bu/3.18/【jinricp】20240318-002.m3u8
003,https://5721004.xyz/bu/3.18/【jinricp】20240318-003.m3u8
004,https://5721004.xyz/bu/3.18/【jinricp】20240318-004.m3u8
01,https://5721004.xyz/bu/3.18/sample/jinricp_20240318_152955.m3u8
02,https://5721004.xyz/bu/3.18/sample/jinricp20240318_195440.m3u8
03,https://5721004.xyz/bu/3.18/sample/jinricp20240318_185440.m3u8
04,https://5721004.xyz/bu/3.18/sample/bandicam_2024_03_18_23_58_41_863.m3u8
05,https://5721004.xyz/bu/3.18/sample/bandicam_2024_03_18_23_56_04_019.mp4
06,https://5721004.xyz/bu/3.18/sample/261.mp4

20240320,#genre#
001,https://5721004.xyz/bu/3.20/【jinricp】20240320-001.m3u8
002,https://5721004.xyz/bu/3.20/【jinricp】20240320-002.m3u8
003,https://5721004.xyz/bu/3.20/【jinricp】20240320-003.m3u8

20240322,#genre#
001,https://5721004.xyz/bu/3.22/【jinricp】20240322-001.m3u8
002,https://5721004.xyz/bu/3.22/【jinricp】20240322-002.m3u8
003,https://5721004.xyz/bu/3.22/【jinricp】20240322-003.m3u8

20240324,#genre#
001,https://5721004.xyz/bu/3.24/【jinricp】20240324-001.m3u8
002,https://5721004.xyz/bu/3.24/【jinricp】20240324-002.m3u8
003,https://5721004.xyz/bu/3.24/【jinricp】20240324-003.m3u8

20240325,#genre#
001,https://5721004.xyz/bu/3.25/【jinricp】20240325-001.m3u8
002,https://5721004.xyz/bu/3.25/【jinricp】20240325-002.m3u8
003,https://5721004.xyz/bu/3.25/【jinricp】20240325-003.m3u8
004,https://5721004.xyz/bu/3.25/【jinricp】20240325-004.m3u8
005,https://5721004.xyz/bu/3.25/【jinricp】20240325-005.m3u8













pandaclass第五季第01期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第五季第01期20250617/电报频道@ikan_live_PandaClass_字幕版_20250617_12.m3u8

pandaclass第五季第02期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第五季第02期20250619/电报频道@ikan_live_PandaClass_字幕版_20250619_12.m3u8

pandaclass第五季第03期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_12.m3u8
13,https://5721004.xyz/pc6/pandaclass第五季第03期20250621/电报频道@ikan_live_PandaClass_字幕版_20250621_13.m3u8

pandaclass第五季第04期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_01.m3u8
02,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_02.m3u8
03,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_03.m3u8
04,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_04.m3u8
05,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_05.m3u8
06,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_06.m3u8
07,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_07.m3u8
08,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_08.m3u8
09,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_09.m3u8
10,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_10.m3u8
11,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_11.m3u8
12,https://5721004.xyz/pc5/pandaclass第五季第04期20250624/电报频道@ikan_live_PandaClass_字幕版_20250624_12.m3u8

pandaclass第五季第05期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_07.m3u8
08,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_08.m3u8
09,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_09.m3u8
10,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_10.m3u8
11,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_11.m3u8
12,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_12.m3u8
13,https://5721004.xyz/pc6/pandaclass第五季第05期20250626/电报频道@ikan_live_PandaClass_字幕版_20250626_13.m3u8

pandaclass第五季第06期,#genre#
01,https://5721004.xyz/pc5/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_01.m3u8
02,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_02.m3u8
03,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_03.m3u8
04,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_04.m3u8
05,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_05.m3u8
06,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_06.m3u8
07,https://5721004.xyz/pc6/pandaclass第五季第06期20250628/电报频道@ikan_live_PandaClass_字幕版_20250628_07.m3u8
