🤠雷蒙影视直播,#genre#
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$雷蒙影视•IPV4『线路31』
CCTV1,http://58.17.48.228:808/hls/1/index.m3u8$雷蒙影视•IPV4『线路32』
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$雷蒙影视•IPV4『线路33』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路34』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路35』
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路36』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010011/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路37』
CCTV1,http://183.255.10.72:6610/200000001898/460000089800010144/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路38』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1/G_CCTV-1.m3u8$雷蒙影视•IPV4『线路39』
CCTV1,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-1-HQ/G_CCTV-1-HQ.m3u8$雷蒙影视•IPV4『线路40』
CCTV1,http://www.zzlag.top:9087/tsfile/live/1010_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路41』
CCTV1,http://171.8.247.154:808/hls/1/index.m3u8$雷蒙影视•IPV4『线路42』
CCTV1,http://119.62.36.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路43』
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路44』
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路45』
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路46』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$雷蒙影视•IPV4『线路47』
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路48』
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006$雷蒙影视•IPV4『线路49』
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$雷蒙影视•IPV4『线路50』
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008$雷蒙影视•IPV4『线路51』
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146$雷蒙影视•IPV4『线路52』
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008$雷蒙影视•IPV4『线路53』
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234$雷蒙影视•IPV4『线路54』
CCTV1,http://jxcbn.ws-cdn.gitv.tv/hls/CCTV1HD/index.m3u8?gMac=unknown&livodToken=3f76fa247855b9f1507e08620e857dda1b4424839963e7074fc1ee72310d6023_1720504514_604800&fromCDN=ws$雷蒙影视•IPV4『线路55』
CCTV1,http://221.5.12.130:2223/hls/23/index.m3u8$雷蒙影视•IPV4『线路56』
CCTV1,http://171.108.239.79:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路57』
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路58』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$雷蒙影视•IPV4『线路59』
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路60』
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路61』
CCTV1,http://115.171.216.195:4000/udp/225.1.8.1:8008$雷蒙影视•IPV4『线路62』
CCTV1,http://183.3.134.56:9901/tsfile/live/0001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$雷蒙影视•IPV4『线路63』
CCTV1,http://223.159.8.12:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路64』
CCTV1,http://61.52.158.169:808/hls/1/index.m3u8$雷蒙影视•IPV4『线路65』
CCTV1,http://171.108.239.98:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路66』
CCTV1,http://gouwu.pthv.gitv.tv:91/live/CCTV1hd-8M/live.m3u8$雷蒙影视•IPV4『线路67』
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$雷蒙影视•IPV4『线路68』
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路69』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$雷蒙影视•IPV4『线路70』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$雷蒙影视•IPV4『线路71』
CCTV1,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路72』
CCTV1,http://219.159.147.195:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路73』
CCTV1,http://223.151.49.74:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路74』
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路75』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$雷蒙影视•IPV4『线路76』
CCTV1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路77』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV4『线路78』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路79』
CCTV1,http://118.122.2.29:9999/hls/1/index.m3u8$雷蒙影视•IPV4『线路80』
CCTV1,http://171.116.59.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路81』
CCTV1,http://123.163.55.234:9901/tsfile/live/0001_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路82』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV4『线路83』
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路84』
CCTV1,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路85』
CCTV1,http://171.108.239.99:8181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路86』
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$雷蒙影视•IPV4『线路87』
CCTV1,http://36.40.237.20:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路88』
CCTV1,https://stream1.freetv.fun/2ad5af5d9a8d7243c8d9c7422ee6cf76bad9ac2c1e157bc9f199423fb5ed4845.m3u8$雷蒙影视•IPV4『线路89』
CCTV1,https://stream1.freetv.fun/f8b77654ee5202e90044771d42c97306dee3fac5acd35b60e23652873790de01.m3u8$雷蒙影视•IPV4『线路90』
CCTV1,https://stream1.freetv.fun/8973ff67af3f7c2d22cdf2a379e20b1bc812e963bfb3fd4bccf5a85c4953d022.m3u8$雷蒙影视•IPV4『线路91』
CCTV1,https://stream1.freetv.fun/0905e6f82d72f6c6a745f5f5bf328779cb3348751e044b96934fff521f5d97a5.m3u8$雷蒙影视•IPV4『线路92』
CCTV1,https://stream1.freetv.fun/32f2971092f2d6d62d14ecf5b7fec403c96200d3d03e70c6bc7deb2f66cf9fbb.m3u8$雷蒙影视•IPV4『线路93』
CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8$雷蒙影视•IPV4『线路94』
CCTV1,https://stream1.freetv.fun/9f70f5d60b14bb1ef93886f17fa8f20f55f4a36ac45206f6c5a5bf9654d6e4fb.m3u8$雷蒙影视•IPV4『线路95』
CCTV1,https://stream1.freetv.fun/2622897affd8a1c93ab36252984ab0e499d1e4a6fc76b87e6ef8039de3f2e642.m3u8$雷蒙影视•IPV4『线路96』
CCTV1,https://stream1.freetv.fun/354e2e055127bbf43693aa848d84f93f5bcc517472a8858f188f313dbf157f51.m3u8$雷蒙影视•IPV4『线路97』
CCTV1,https://stream1.freetv.fun/03926cb79638398a11285c90b222911693264d56dc9fc0172bec90b39c6b371b.m3u8$雷蒙影视•IPV4『线路98』
CCTV1,https://stream1.freetv.fun/961876d0c8bba36f6519d7018724963b00d568ce7a9f1f1b31e2b373b4f1d2b3.m3u8$雷蒙影视•IPV4『线路99』
CCTV1,https://stream1.freetv.fun/df7cf71b3e02015b9029ac087b3eec56fde92fd81d162962570629faec293037.m3u8$雷蒙影视•IPV4『线路100』
CCTV1,https://stream1.freetv.fun/e87ac64457c976111fc8524f11c25da508b807c29647c571b45ab13a609917c2.m3u8$雷蒙影视•IPV4『线路101』
CCTV1,https://stream1.freetv.fun/f1fa8406434117dfaa5c0b174fa90a31da74b1ad921fc3ce3662a40cff4d9001.m3u8$雷蒙影视•IPV4『线路102』
CCTV1,https://stream1.freetv.fun/ee6bfbbf6bd7448cd334ce598474b15c4179f9cf07a6980cd02389132eef0af0.m3u8$雷蒙影视•IPV4『线路103』
CCTV1,https://stream1.freetv.fun/ed56f455ae3fdab6f18723bceb3da6c3ee2e7ad0914baa05f5a533c02f6f303d.m3u8$雷蒙影视•IPV4『线路104』
CCTV1,https://stream1.freetv.fun/5d284520daa692f05f56035b16d3664f0e1d00c595102fbb480bdd9365d80e12.ctv$雷蒙影视•IPV4『线路105』
CCTV1,https://stream1.freetv.fun/960192460e742af597efd712c6fee1c5baf1e90589d2166e6e3f0dd636132070.m3u8$雷蒙影视•IPV4『线路106』
CCTV1,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1$雷蒙影视•IPV4『线路107』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路108』
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$雷蒙影视•IPV4『线路109』
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路110』
CCTV1,http://183.155.254.220:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路111』
CCTV1,http://115.230.188.101:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路112』
CCTV1,http://115.220.243.30:9999/rtp/233.50.201.118:5140$雷蒙影视•IPV4『线路113』
CCTV1,http:///rtp/239.254.96.96:8550$雷蒙影视•IPV4『线路114』
CCTV1,http://e2.woc.iiiya.cn:8888/rtp/239.61.3.60:9878$雷蒙影视•IPV4『线路115』
CCTV1,http://60.164.229.62:4040/udp/239.255.30.101:8231$雷蒙影视•IPV4『线路116』
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120$雷蒙影视•IPV4『线路117』
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1$雷蒙影视•IPV4『线路118』
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$雷蒙影视•IPV4『线路119』
CCTV1,http://220.169.100.41:10087/udp/239.76.246.151:1234$雷蒙影视•IPV4『线路120』
CCTV1,http://59.35.185.47:8188/udp/239.77.1.144:5146$雷蒙影视•IPV4『线路121』
CCTV1,http://220.169.100.41:10087/udp/239.76.251.87:9000$雷蒙影视•IPV4『线路122』
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140$雷蒙影视•IPV4『线路123』
CCTV1,http://8.138.7.223/tv/dl/douyincdn.php?id=1$雷蒙影视•IPV4『线路124』
CCTV1,http://8.138.7.223/tv/dl/careryun.php?id=1$雷蒙影视•IPV4『线路125』
CCTV1,http://221.193.168.147:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路126』
CCTV1,http://221.193.168.20:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路127』
CCTV1,http://221.193.168.254:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路128』
CCTV1,http://221.193.168.40:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路129』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8$雷蒙影视•IPV4『线路130』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8$雷蒙影视•IPV4『线路131』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8$雷蒙影视•IPV4『线路132』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8$雷蒙影视•IPV4『线路133』
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$雷蒙影视•IPV4『线路134』
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil$雷蒙影视•IPV4『线路135』
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil$雷蒙影视•IPV4『线路136』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls$雷蒙影视•IPV4『线路137』
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls$雷蒙影视•IPV4『线路138』
CCTV1,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221225812/index.m3u8$雷蒙影视•IPV4『线路139』
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$雷蒙影视•IPV4『线路140』
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8$雷蒙影视•IPV4『线路141』
CCTV1,https://migu.188766.xyz/?migutoken=95eaeaaac142b19170f73591e10bb300&id=CCTV1&pp=1$雷蒙影视•IPV4『线路142』
CCTV1,http://118.89.87.74:88/live.php?id=CCTV1$雷蒙影视•IPV4『线路143』
CCTV1,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000001$雷蒙影视•IPV6『线路144』
CCTV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000001/index.m3u8$雷蒙影视•IPV6『线路145』
CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/PLTV/1/224/3221230656/1.m3u8$雷蒙影视•IPV6『线路146』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV6『线路147』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8$雷蒙影视•IPV6『线路148』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8?$雷蒙影视•IPV6『线路149』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$雷蒙影视•IPV6『线路150』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$雷蒙影视•IPV6『线路151』
CCTV1,http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000131/index.m3u8$雷蒙影视•IPV6『线路152』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8$雷蒙影视•IPV6『线路153』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8$雷蒙影视•IPV6『线路154』
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV6『线路155』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV6『线路156』
CCTV1,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$雷蒙影视•IPV6『线路157』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8$雷蒙影视•IPV6『线路158』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$雷蒙影视•IPV6『线路159』
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?key=tvbox6_com$雷蒙影视•IPV6『线路160』
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$雷蒙影视•IPV6『线路161』
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$雷蒙影视•IPV6『线路162』
CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y$雷蒙影视•IPV6『线路163』
CCTV1,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$雷蒙影视•IPV6『线路164』
CCTV1,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$雷蒙影视•IPV6『线路165』
CCTV1,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000131/index.m3u8?IAS$雷蒙影视•IPV6『线路166』
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$雷蒙影视•IPV6『线路167』
CCTV1,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$雷蒙影视•IPV6『线路168』
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8$雷蒙影视•IPV6『线路169』
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?$雷蒙影视•IPV6『线路170』
CCTV2,http://106.53.99.30/tv/20250717.php?id=0002$雷蒙影视•IPV4『线路1』
CCTV2,http://106.53.99.30/tv/jzb.php?id=cctv2$雷蒙影视•IPV4『线路2』
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT$雷蒙影视•IPV4『线路3』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.137:5146$雷蒙影视•IPV4『线路4』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.1.158:5146$雷蒙影视•IPV4『线路5』
CCTV2,http://n1.gzbody.com:85/rtp/239.77.0.31:5146$雷蒙影视•IPV4『线路6』
CCTV2,http://8.138.7.223/tv/migu2.php?id=2$雷蒙影视•IPV4『线路7』
CCTV2,http://8.138.7.223/tv/migu3.php?id=cctv2$雷蒙影视•IPV4『线路8』
CCTV2,http://bailudz.top:1236/111/hahahaha.php?id=cctv2$雷蒙影视•IPV4『线路9』
CCTV2,http://39.134.64.87:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=$雷蒙影视•IPV4『线路10』
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$雷蒙影视•IPV4『线路11』
CCTV2,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=2$雷蒙影视•IPV4『线路12』
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$雷蒙影视•IPV4『线路13』
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$雷蒙影视•IPV4『线路14』
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$雷蒙影视•IPV4『线路15』
CCTV2,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225588/.m3u8$雷蒙影视•IPV4『线路16』
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$雷蒙影视•IPV4『线路17』
CCTV2,http://112.6.197.24:9921/hls/2/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$雷蒙影视•IPV4『线路19』
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路20』
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$雷蒙影视•IPV4『线路21』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$雷蒙影视•IPV4『线路22』
CCTV2,http://58.17.48.228:808/hls/2/index.m3u8$雷蒙影视•IPV4『线路23』
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8$雷蒙影视•IPV4『线路24』
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路25』
CCTV2,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路26』
CCTV2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8$雷蒙影视•IPV4『线路27』
CCTV2,http://183.255.10.72:6610/200000001898/460000089800010211/1.m3u8?IASHttpSessionId=ACE$雷蒙影视•IPV4『线路28』
CCTV2,http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-2-HQ/G_CCTV-2-HQ.m3u8$雷蒙影视•IPV4『线路29』
CCTV2,http://115.171.216.195:4000/udp/225.1.8.2:8084$雷蒙影视•IPV4『线路30』
CCTV2,http://www.zzlag.top:9087/tsfile/live/1011_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路31』
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv$雷蒙影视•IPV4『线路32』
CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路33』
